Scientific_Name,Common_Name,name,label,Indicator_Status
Salix irrorata,Dewy-Stem Willow,Salix irrorata,Salix irrorata - Dewy Stem Willow,FACW
Salix lasiandra,Pacific Willow,Salix lasiandra,Salix lasiandra - Pacific Willow,FACW
Salix lasiolepis,Arroyo Willow,Salix lasiolepis,Salix lasiolepis - Arroyo Willow,FACW
Salix ligulifolia,Strap-Leaf Willow,Salix ligulifolia,Salix ligulifolia - Strap Leaf Willow,FACW
Salix lucida,Shining Willow,Salix lucida,Salix lucida - Shining Willow,FACW
Salix lutea,Yellow Willow,Salix lutea,Salix lutea - Yellow Willow,FACW
Salix maccalliana,Mccalla's Willow,Salix maccalliana,Salix maccalliana - Mccalla's Willow,OBL
Salix melanopsis,Dusky Willow,Salix melanopsis,Salix melanopsis - Dusky Willow,FACW
Salix monticola,Park Willow,Salix monticola,Salix monticola - Park Willow,OBL
Salix nigra,Black Willow,Salix nigra,Salix nigra - Black Willow,FACW
Salix pedicellaris,Bog Willow,Salix pedicellaris,Salix pedicellaris - Bog Willow,OBL
Salix pellita,Satiny Willow,Salix pellita,Salix pellita - Satiny Willow,FACW
Salix petiolaris,Meadow Willow,Salix petiolaris,Salix petiolaris - Meadow Willow,OBL
Salix planifolia,Tea-Leaf Willow,Salix planifolia,Salix planifolia - Tea Leaf Willow,OBL
Salix prolixa,Mackenzie's Willow,Salix prolixa,Salix prolixa - Mackenzie's Willow,FACW
Salix pseudomonticola,False Mountain Willow,Salix pseudomonticola,Salix pseudomonticola - False Mountain Willow,FACW
Salix purpurea,Purple Willow,Salix purpurea,Salix purpurea - Purple Willow,OBL
Salix pyrifolia,Balsam Willow,Salix pyrifolia,Salix pyrifolia - Balsam Willow,OBL
Salix scouleriana,Scouler's Willow,Salix scouleriana,Salix scouleriana - Scouler's Willow,FACU
Salix serissima,Autumn Willow,Salix serissima,Salix serissima - Autumn Willow,OBL
Salix sitchensis,Sitka Willow,Salix sitchensis,Salix sitchensis - Sitka Willow,FACW
Salix thurberi,,Salix thurberi,Salix thurberi,FAC
Salix wolfii,Idaho Willow,Salix wolfii,Salix wolfii - Idaho Willow,FACW
Salix X fragilis,,Salix X fragilis,Salix X fragilis,FAC
Salix X pendulina,,Salix X pendulina,Salix X pendulina,FACW
Salsola kali,Russian-Thistle,Salsola kali,Salsola kali - Russian Thistle,FACU
Salsola tragus,Prickly Russian-Thistle,Salsola tragus,Salsola tragus - Prickly Russian Thistle,FACU
Salvia lycioides,Canyon Sage,Salvia lycioides,Salvia lycioides - Canyon Sage,FACU
Salvia lyrata,Lyre-Leaf Sage,Salvia lyrata,Salvia lyrata - Lyre Leaf Sage,FAC
Salvia pentstemonoides,Big Red Sage,Salvia pentstemonoides,Salvia pentstemonoides - Big Red Sage,FACW
Salvinia minima,Water-Spangles,Salvinia minima,Salvinia minima - Water Spangles,OBL
Salvinia molesta,Kariba-Weed,Salvinia molesta,Salvinia molesta - Kariba Weed,OBL
Sambucus nigra,Black Elder,Sambucus nigra,Sambucus nigra - Black Elder,FAC
Sambucus racemosa,Red Elder,Sambucus racemosa,Sambucus racemosa - Red Elder,FACU
Samolus ebracteatus,Limewater Brookweed,Samolus ebracteatus,Samolus ebracteatus - Limewater Brookweed,FACW
Samolus parviflorus,,Samolus parviflorus,Samolus parviflorus,OBL
Sanguinaria canadensis,Bloodroot,Sanguinaria canadensis,Sanguinaria canadensis - Bloodroot,UPL
Sanicula canadensis,Canadian Black-Snakeroot,Sanicula canadensis,Sanicula canadensis - Canadian Black Snakeroot,FACU
Sanicula marilandica,Maryland Black-Snakeroot,Sanicula marilandica,Sanicula marilandica - Maryland Black Snakeroot,FACU
Sanicula odorata,Clustered Black-Snakeroot,Sanicula odorata,Sanicula odorata - Clustered Black Snakeroot,FAC
Sapindus saponaria,Wing-Leaf Soapberry,Sapindus saponaria,Sapindus saponaria - Wing Leaf Soapberry,FACU
Saponaria officinalis,Bouncing-Bett,Saponaria officinalis,Saponaria officinalis - Bouncing Bett,FACU
Sarcobatus vermiculatus,Greasewood,Sarcobatus vermiculatus,Sarcobatus vermiculatus - Greasewood,FAC
Sarcocornia ambigua,Chickenclaws,Sarcocornia ambigua,Sarcocornia ambigua - Chickenclaws,OBL
Sarcocornia utahensis,Utah Swampfire,Sarcocornia utahensis,Sarcocornia utahensis - Utah Swampfire,FACW
Sarracenia alata,Yellow-Trumpets,Sarracenia alata,Sarracenia alata - Yellow Trumpets,OBL
Sarracenia purpurea,Purple Pitcherplant,Sarracenia purpurea,Sarracenia purpurea - Purple Pitcherplant,OBL
Sassafras albidum,Sassafras,Sassafras albidum,Sassafras albidum - Sassafras,FACU
Saururus cernuus,Lizard's-Tail,Saururus cernuus,Saururus cernuus - Lizard's Tail,OBL
Saxifraga adscendens,Wedge-Leaf Saxifrage,Saxifraga adscendens,Saxifraga adscendens - Wedge Leaf Saxifrage,FACW
Saxifraga austromontana,Matted Saxifrage,Saxifraga austromontana,Saxifraga austromontana - Matted Saxifrage,FACU
Saxifraga caespitosa,Tufted Alpine Saxifrage,Saxifraga caespitosa,Saxifraga caespitosa - Tufted Alpine Saxifrage,FACU
Saxifraga cernua,Nodding Saxifrage,Saxifraga cernua,Saxifraga cernua - Nodding Saxifrage,FACU
Saxifraga chrysantha,Golden Saxifrage,Saxifraga chrysantha,Saxifraga chrysantha - Golden Saxifrage,FACU
Saxifraga hirculus,Yellow Marsh Saxifrage,Saxifraga hirculus,Saxifraga hirculus - Yellow Marsh Saxifrage,OBL
Saxifraga mertensiana,Woodland Saxifrage,Saxifraga mertensiana,Saxifraga mertensiana - Woodland Saxifrage,OBL
Saxifraga oppositifolia,Purple Mountain Saxifrage,Saxifraga oppositifolia,Saxifraga oppositifolia - Purple Mountain Saxifrage,FAC
Saxifraga rivularis,Alpine-Brook Saxifrage,Saxifraga rivularis,Saxifraga rivularis - Alpine Brook Saxifrage,FACW
Scaevola plumieri,Gullfeed,Scaevola plumieri,Scaevola plumieri - Gullfeed,FAC
Sceptridium biternatum,Sparse-Lobe Grape Fern,Sceptridium biternatum,Sceptridium biternatum - Sparse Lobe Grape Fern,FAC
Sceptridium dissectum,Cut-Leaf Grape Fern,Sceptridium dissectum,Sceptridium dissectum - Cut Leaf Grape Fern,FAC
Sceptridium multifidum,Leathery Grape Fern,Sceptridium multifidum,Sceptridium multifidum - Leathery Grape Fern,FAC
Schedonorus arundinaceus,Tall False Rye Grass,Schedonorus arundinaceus,Schedonorus arundinaceus - Tall False Rye Grass,FACU
Schedonorus pratensis,Meadow False Rye Grass,Schedonorus pratensis,Schedonorus pratensis - Meadow False Rye Grass,FACU
Scheuchzeria palustris,Rannoch-Rush,Scheuchzeria palustris,Scheuchzeria palustris - Rannoch Rush,OBL
Schinus molle,Peruvian Peppertree,Schinus molle,Schinus molle - Peruvian Peppertree,FACU
Schinus terebinthifolia,Brazilian Peppertree,Schinus terebinthifolia,Schinus terebinthifolia - Brazilian Peppertree,FAC
Schizachne purpurascens,False Melic Grass,Schizachne purpurascens,Schizachne purpurascens - False Melic Grass,FACU
Schizachyrium littorale,Dune False Bluestem,Schizachyrium littorale,Schizachyrium littorale - Dune False Bluestem,FACW
Schizachyrium scoparium,Little False Bluestem,Schizachyrium scoparium,Schizachyrium scoparium - Little False Bluestem,FACU
Schoenolirion croceum,Yellow Sunnybell,Schoenolirion croceum,Schoenolirion croceum - Yellow Sunnybell,OBL
Schoenolirion wrightii,Texas Sunnybell,Schoenolirion wrightii,Schoenolirion wrightii - Texas Sunnybell,FACW
Schoenoplectus acutus,Hard-Stem Club-Rush,Schoenoplectus acutus,Schoenoplectus acutus - Hard Stem Club Rush,OBL
Schoenoplectus americanus,Chairmaker's Club-Rush,Schoenoplectus americanus,Schoenoplectus americanus - Chairmaker's Club Rush,OBL
Schoenoplectus californicus,California Club-Rush,Schoenoplectus californicus,Schoenoplectus californicus - California Club Rush,OBL
Schoenoplectus deltarum,Delta Club-Rush,Schoenoplectus deltarum,Schoenoplectus deltarum - Delta Club Rush,OBL
Schoenoplectus erectus,Sharp-Scale Club-Rush,Schoenoplectus erectus,Schoenoplectus erectus - Sharp Scale Club Rush,OBL
Schoenoplectus fluviatilis,River Club-Rush,Schoenoplectus fluviatilis,Schoenoplectus fluviatilis - River Club Rush,OBL
Schoenoplectus hallii,Hall's Club-Rush,Schoenoplectus hallii,Schoenoplectus hallii - Hall's Club Rush,OBL
Schoenoplectus heterochaetus,Pale Great Club-Rush,Schoenoplectus heterochaetus,Schoenoplectus heterochaetus - Pale Great Club Rush,OBL
Schoenoplectus maritimus,Saltmarsh Club-Rush,Schoenoplectus maritimus,Schoenoplectus maritimus - Saltmarsh Club Rush,OBL
Schoenoplectus pungens,Three-Square,Schoenoplectus pungens,Schoenoplectus pungens - Three Square,OBL
Schoenoplectus purshianus,Weak-Stalk Club-Rush,Schoenoplectus purshianus,Schoenoplectus purshianus - Weak Stalk Club Rush,OBL
Schoenoplectus robustus,Seaside Club-Rush,Schoenoplectus robustus,Schoenoplectus robustus - Seaside Club Rush,OBL
Schoenoplectus saximontanus,Rocky Mountain Club-Rush,Schoenoplectus saximontanus,Schoenoplectus saximontanus - Rocky Mountain Club Rush,OBL
Schoenoplectus smithii,Smith's Club-Rush,Schoenoplectus smithii,Schoenoplectus smithii - Smith's Club Rush,OBL
Schoenoplectus subterminalis,Swaying Club-Rush,Schoenoplectus subterminalis,Schoenoplectus subterminalis - Swaying Club Rush,OBL
Schoenoplectus tabernaemontani,Soft-Stem Club-Rush,Schoenoplectus tabernaemontani,Schoenoplectus tabernaemontani - Soft Stem Club Rush,OBL
Schoenoplectus torreyi,Torrey's Club-Rush,Schoenoplectus torreyi,Schoenoplectus torreyi - Torrey's Club Rush,OBL
Schoenus nigricans,Black Bog-Rush,Schoenus nigricans,Schoenus nigricans - Black Bog Rush,OBL
Scirpus atrocinctus,Black-Girdle Bulrush,Scirpus atrocinctus,Scirpus atrocinctus - Black Girdle Bulrush,OBL
Scirpus atrovirens,Dark-Green Bulrush,Scirpus atrovirens,Scirpus atrovirens - Dark Green Bulrush,OBL
Scirpus cyperinus,Cottongrass Bulrush,Scirpus cyperinus,Scirpus cyperinus - Cottongrass Bulrush,OBL
Scirpus georgianus,Georgia Bulrush,Scirpus georgianus,Scirpus georgianus - Georgia Bulrush,OBL
Scirpus hattorianus,Mosquito Bulrush,Scirpus hattorianus,Scirpus hattorianus - Mosquito Bulrush,OBL
Scirpus microcarpus,Red-Tinge Bulrush,Scirpus microcarpus,Scirpus microcarpus - Red Tinge Bulrush,OBL
Scirpus nevadensis,Nevada Bulrush,Scirpus nevadensis,Scirpus nevadensis - Nevada Bulrush,OBL
Scirpus pallidus,Pale Bulrush,Scirpus pallidus,Scirpus pallidus - Pale Bulrush,OBL
Scirpus pedicellatus,Stalked Bulrush,Scirpus pedicellatus,Scirpus pedicellatus - Stalked Bulrush,OBL
Scirpus pendulus,Rufous Bulrush,Scirpus pendulus,Scirpus pendulus - Rufous Bulrush,OBL
Scleranthus annuus,Annual Knawel,Scleranthus annuus,Scleranthus annuus - Annual Knawel,FACU
Scleria ciliata,Fringed Nut-Rush,Scleria ciliata,Scleria ciliata - Fringed Nut Rush,FAC
Scleria distans,River-Swamp Nut-Rush,Scleria distans,Scleria distans - River Swamp Nut Rush,OBL
Scleria georgiana,Slender-Fruit Nut-Rush,Scleria georgiana,Scleria georgiana - Slender Fruit Nut Rush,FACW
Scleria muehlenbergii,Muehlenberg's Nut-Rush,Scleria muehlenbergii,Scleria muehlenbergii - Muehlenberg's Nut Rush,OBL
Scleria oligantha,Little-Head Nut-Rush,Scleria oligantha,Scleria oligantha - Little Head Nut Rush,FAC
Scleria pauciflora,Few-Flower Nut-Rush,Scleria pauciflora,Scleria pauciflora - Few Flower Nut Rush,FACW
Scleria reticularis,Netted Nut-Rush,Scleria reticularis,Scleria reticularis - Netted Nut Rush,FACW
Scleria triglomerata,Whip Nut-Rush,Scleria triglomerata,Scleria triglomerata - Whip Nut Rush,FAC
Scleria verticillata,Low Nut-Rush,Scleria verticillata,Scleria verticillata - Low Nut Rush,OBL
Scolochloa festucacea,Common River Grass,Scolochloa festucacea,Scolochloa festucacea - Common River Grass,OBL
Scoparia dulcis,Licorice-Weed,Scoparia dulcis,Scoparia dulcis - Licorice Weed,FACU
Scrophularia lanceolata,Lance-Leaf Figwort,Scrophularia lanceolata,Scrophularia lanceolata - Lance Leaf Figwort,FAC
Scrophularia marilandica,Carpenter's-Square,Scrophularia marilandica,Scrophularia marilandica - Carpenter's Square,FACU
Scutellaria cardiophylla,Gulf Skullcap,Scutellaria cardiophylla,Scutellaria cardiophylla - Gulf Skullcap,FAC
Scutellaria galericulata,Hooded Skullcap,Scutellaria galericulata,Scutellaria galericulata - Hooded Skullcap,OBL
Scutellaria integrifolia,Helmet-Flower,Scutellaria integrifolia,Scutellaria integrifolia - Helmet Flower,FACW
Scutellaria lateriflora,Mad Dog Skullcap,Scutellaria lateriflora,Scutellaria lateriflora - Mad Dog Skullcap,FACW
Scutellaria ovata,Heart-Leaf Skullcap,Scutellaria ovata,Scutellaria ovata - Heart Leaf Skullcap,FACU
Scutellaria parvula,Small Skullcap,Scutellaria parvula,Scutellaria parvula - Small Skullcap,UPL
Scutellaria racemosa,South American Skullcap,Scutellaria racemosa,Scutellaria racemosa - South American Skullcap,FACW
Scutellaria thieretii,Thieret's Skullcap,Scutellaria thieretii,Scutellaria thieretii - Thieret's Skullcap,FACW
Sedum pulchellum,Widow's-Cross,Sedum pulchellum,Sedum pulchellum - Widow's Cross,FACU
Selaginella apoda,Meadow Spike-Moss,Selaginella apoda,Selaginella apoda - Meadow Spike Moss,FACW
Selenia dissecta,Texas Selenia,Selenia dissecta,Selenia dissecta - Texas Selenia,FACW
Selenia grandis,Large Selenia,Selenia grandis,Selenia grandis - Large Selenia,FACW
Selenia jonesii,Jones' Selenia,Selenia jonesii,Selenia jonesii - Jones' Selenia,FACW
Senecio amplectens,Showy Alpine Ragwort,Senecio amplectens,Senecio amplectens - Showy Alpine Ragwort,FACW
Senecio crassulus,Thick-Leaf Ragwort,Senecio crassulus,Senecio crassulus - Thick Leaf Ragwort,FACU
Senecio eremophilus,Desert Ragwort,Senecio eremophilus,Senecio eremophilus - Desert Ragwort,FAC
Senecio hieraciifolius,American Burnweed,Senecio hieraciifolius,Senecio hieraciifolius - American Burnweed,FACU
Senecio hydrophiloides,Stout Meadow Ragwort,Senecio hydrophiloides,Senecio hydrophiloides - Stout Meadow Ragwort,FACW
Senecio hydrophilus,Alkali-Marsh Ragwort,Senecio hydrophilus,Senecio hydrophilus - Alkali Marsh Ragwort,OBL
Senecio integerrimus,Lamb-Tongue Ragwort,Senecio integerrimus,Senecio integerrimus - Lamb Tongue Ragwort,FAC
Senecio lugens,Small Black-Tip Ragwort,Senecio lugens,Senecio lugens - Small Black Tip Ragwort,FACW
Senecio serra,Tall Ragwort,Senecio serra,Senecio serra - Tall Ragwort,FACW
Senecio sphaerocephalus,Mountain-Marsh Ragwort,Senecio sphaerocephalus,Senecio sphaerocephalus - Mountain Marsh Ragwort,FAC
Senecio triangularis,Arrow-Leaf Ragwort,Senecio triangularis,Senecio triangularis - Arrow Leaf Ragwort,OBL
Senecio vulgaris,Old-Man-in-the-Spring,Senecio vulgaris,Senecio vulgaris - Old Man in the Spring,FACU
Senegalia greggii,Long-Flower Catclaw,Senegalia greggii,Senegalia greggii - Long Flower Catclaw,UPL
Senna marilandica,Maryland Wild Sensitive-Plant,Senna marilandica,Senna marilandica - Maryland Wild Sensitive Plant,FAC
Senna obtusifolia,Coffeeweed,Senna obtusifolia,Senna obtusifolia - Coffeeweed,FACU
Senna occidentalis,Septicweed,Senna occidentalis,Senna occidentalis - Septicweed,UPL
Senna pendula,Valamuerto,Senna pendula,Senna pendula - Valamuerto,FAC
Sesbania drummondii,Poison-Bean,Sesbania drummondii,Sesbania drummondii - Poison Bean,FACW
Sesbania herbacea,Peatree,Sesbania herbacea,Sesbania herbacea - Peatree,FACW
Sesbania punicea,Purple River-Hemp,Sesbania punicea,Sesbania punicea - Purple River Hemp,FACW
Sesbania vesicaria,Bagpod,Sesbania vesicaria,Sesbania vesicaria - Bagpod,FAC
Sesuvium maritimum,Slender Sea-Purslane,Sesuvium maritimum,Sesuvium maritimum - Slender Sea Purslane,FACW
Sesuvium portulacastrum,Shoreline Sea-Purslane,Sesuvium portulacastrum,Sesuvium portulacastrum - Shoreline Sea Purslane,FACW
Sesuvium trianthemoides,Texas Sea-Purslane,Sesuvium trianthemoides,Sesuvium trianthemoides - Texas Sea Purslane,OBL
Sesuvium verrucosum,Verrucose Sea-Purslane,Sesuvium verrucosum,Sesuvium verrucosum - Verrucose Sea Purslane,FACW
Setaria adhaerens,Adherent Bristle Grass,Setaria adhaerens,Setaria adhaerens - Adherent Bristle Grass,UPL
Setaria faberi,Japanese Bristle Grass,Setaria faberi,Setaria faberi - Japanese Bristle Grass,UPL
Setaria italica,Italian Bristle Grass,Setaria italica,Setaria italica - Italian Bristle Grass,FACU
Setaria magna,Giant Bristle Grass,Setaria magna,Setaria magna - Giant Bristle Grass,FACW
Setaria parviflora,Marsh Bristle Grass,Setaria parviflora,Setaria parviflora - Marsh Bristle Grass,FAC
Setaria pumila,Yellow Bristle Grass,Setaria pumila,Setaria pumila - Yellow Bristle Grass,FACU
Setaria verticillata,Rough Bristle Grass,Setaria verticillata,Setaria verticillata - Rough Bristle Grass,FAC
Seymeria cassioides,Yaupon Black-Senna,Seymeria cassioides,Seymeria cassioides - Yaupon Black Senna,FAC
Shepherdia argentea,Silver Buffalo-Berry,Shepherdia argentea,Shepherdia argentea - Silver Buffalo Berry,UPL
Shepherdia canadensis,Russet Buffalo-Berry,Shepherdia canadensis,Shepherdia canadensis - Russet Buffalo Berry,FACU
Shinnersia rivularis,Rio Grande Shinner's Aster,Shinnersia rivularis,Shinnersia rivularis - Rio Grande Shinner's Aster,OBL
Sibbaldia procumbens,Creeping-Glow-Wort,Sibbaldia procumbens,Sibbaldia procumbens - Creeping Glow Wort,FACU
Sibbaldia tridentata,Shrubby-Fivefingers,Sibbaldia tridentata,Sibbaldia tridentata - Shrubby Fivefingers,FACU
Sicyos angulatus,One-Seed Burr-Cucumber,Sicyos angulatus,Sicyos angulatus - One Seed Burr Cucumber,FACW
Sida acuta,Common-Wireweed,Sida acuta,Sida acuta - Common Wireweed,UPL
Sida rhombifolia,Cuban-Jute,Sida rhombifolia,Sida rhombifolia - Cuban Jute,FACU
Sida spinosa,Prickly Fanpetals,Sida spinosa,Sida spinosa - Prickly Fanpetals,UPL
Sidalcea candida,White Checkerbloom,Sidalcea candida,Sidalcea candida - White Checkerbloom,FAC
Sidalcea neomexicana,Rocky Mountain Checkerbloom,Sidalcea neomexicana,Sidalcea neomexicana - Rocky Mountain Checkerbloom,FACW
Sideroxylon celastrinum,Saffron-Plum,Sideroxylon celastrinum,Sideroxylon celastrinum - Saffron Plum,FAC
Sideroxylon lanuginosum,Gum Bully,Sideroxylon lanuginosum,Sideroxylon lanuginosum - Gum Bully,FACU
Silene acaulis,Cushion-Pink,Silene acaulis,Silene acaulis - Cushion Pink,FAC
Silene menziesii,White Catchfly,Silene menziesii,Silene menziesii - White Catchfly,UPL
Silene nivea,Snowy Catchfly,Silene nivea,Silene nivea - Snowy Catchfly,FACW
Silene uralensis,Apetalous Catchfly,Silene uralensis,Silene uralensis - Apetalous Catchfly,FACW
Silphium integrifolium,Entire-Leaf Rosinweed,Silphium integrifolium,Silphium integrifolium - Entire Leaf Rosinweed,FAC
Silphium perfoliatum,Cup-Plant,Silphium perfoliatum,Silphium perfoliatum - Cup Plant,FAC
Sinapis alba,White-Mustard,Sinapis alba,Sinapis alba - White Mustard,FAC
Sisymbrium altissimum,Tall Hedge-Mustard,Sisymbrium altissimum,Sisymbrium altissimum - Tall Hedge Mustard,FACU
Sisyrinchium albidum,White Blue-Eyed-Grass,Sisyrinchium albidum,Sisyrinchium albidum - White Blue Eyed Grass,FACU
Sisyrinchium angustifolium,Narrow-Leaf Blue-Eyed-Grass,Sisyrinchium angustifolium,Sisyrinchium angustifolium - Narrow Leaf Blue Eyed Grass,FACW
Sisyrinchium atlanticum,Eastern Blue-Eyed-Grass,Sisyrinchium atlanticum,Sisyrinchium atlanticum - Eastern Blue Eyed Grass,FACW
Sisyrinchium biforme,Wiry Blue-Eyed-Grass,Sisyrinchium biforme,Sisyrinchium biforme - Wiry Blue Eyed Grass,FAC
Sisyrinchium demissum,Stiff Blue-Eyed-Grass,Sisyrinchium demissum,Sisyrinchium demissum - Stiff Blue Eyed Grass,OBL
Sisyrinchium idahoense,Idaho Blue-Eyed-Grass,Sisyrinchium idahoense,Sisyrinchium idahoense - Idaho Blue Eyed Grass,OBL
Sisyrinchium minus,Dwarf Blue-Eyed-Grass,Sisyrinchium minus,Sisyrinchium minus - Dwarf Blue Eyed Grass,FACU
Sisyrinchium montanum,Strict Blue-Eyed-Grass,Sisyrinchium montanum,Sisyrinchium montanum - Strict Blue Eyed Grass,FAC
Sisyrinchium mucronatum,Needle-Tip Blue-Eyed-Grass,Sisyrinchium mucronatum,Sisyrinchium mucronatum - Needle Tip Blue Eyed Grass,FAC
Sisyrinchium rosulatum,Annual Blue-Eyed-Grass,Sisyrinchium rosulatum,Sisyrinchium rosulatum - Annual Blue Eyed Grass,FAC
Sisyrinchium sagittiferum,Spear-Bract Blue-Eyed-Grass,Sisyrinchium sagittiferum,Sisyrinchium sagittiferum - Spear Bract Blue Eyed Grass,FACW
Sisyrinchium septentrionale,Northern Blue-Eyed-Grass,Sisyrinchium septentrionale,Sisyrinchium septentrionale - Northern Blue Eyed Grass,FAC
Sium suave,Hemlock Water-Parsnip,Sium suave,Sium suave - Hemlock Water Parsnip,OBL
Smilax bona-nox,Fringed Greenbrier,Smilax bona-nox,Smilax bona nox - Fringed Greenbrier,FACU
Smilax glauca,Sawbrier,Smilax glauca,Smilax glauca - Sawbrier,UPL
Smilax hispida,Chinaroot,Smilax hispida,Smilax hispida - Chinaroot,FAC
Smilax laurifolia,Laurel-Leaf Greenbrier,Smilax laurifolia,Smilax laurifolia - Laurel Leaf Greenbrier,OBL
Smilax pulverulenta,Downy Carrion-Flower,Smilax pulverulenta,Smilax pulverulenta - Downy Carrion Flower,FACU
Smilax pumila,Sarsparilla-Vine,Smilax pumila,Smilax pumila - Sarsparilla Vine,FAC
Smilax rotundifolia,Horsebrier,Smilax rotundifolia,Smilax rotundifolia - Horsebrier,FAC
Smilax smallii,Lance-Leaf Greenbrier,Smilax smallii,Smilax smallii - Lance Leaf Greenbrier,FACU
Solanum americanum,American Black Nightshade,Solanum americanum,Solanum americanum - American Black Nightshade,FACU
Solanum campechiense,Red-Berry Nightshade,Solanum campechiense,Solanum campechiense - Red Berry Nightshade,FACU
Solanum capsicoides,Cockroach-Berry,Solanum capsicoides,Solanum capsicoides - Cockroach Berry,FACU
Solanum carolinense,Carolina Horse-Nettle,Solanum carolinense,Solanum carolinense - Carolina Horse Nettle,UPL
Solanum douglasii,Green-Spot Nightshade,Solanum douglasii,Solanum douglasii - Green Spot Nightshade,FAC
Solanum dulcamara,Climbing Nightshade,Solanum dulcamara,Solanum dulcamara - Climbing Nightshade,FACU
Solanum erianthum,Potato-Tree,Solanum erianthum,Solanum erianthum - Potato Tree,FAC
Solanum ptychanthum,Eastern Black Nightshade,Solanum ptychanthum,Solanum ptychanthum - Eastern Black Nightshade,FACU
Solidago altissima,Tall Goldenrod,Solidago altissima,Solidago altissima - Tall Goldenrod,FACU
Solidago arguta,Atlantic Goldenrod,Solidago arguta,Solidago arguta - Atlantic Goldenrod,FACU
Solidago caesia,Wreath Goldenrod,Solidago caesia,Solidago caesia - Wreath Goldenrod,FACU
Solidago canadensis,Canadian Goldenrod,Solidago canadensis,Solidago canadensis - Canadian Goldenrod,FACU
Solidago flexicaulis,Zigzag Goldenrod,Solidago flexicaulis,Solidago flexicaulis - Zigzag Goldenrod,FACU
Solidago gigantea,Late Goldenrod,Solidago gigantea,Solidago gigantea - Late Goldenrod,FAC
Solidago lepida,Western Canada Goldenrod,Solidago lepida,Solidago lepida - Western Canada Goldenrod,FACU
Solidago multiradiata,Rocky Mountain Goldenrod,Solidago multiradiata,Solidago multiradiata - Rocky Mountain Goldenrod,FACU
Solidago patula,Round-Leaf Goldenrod,Solidago patula,Solidago patula - Round Leaf Goldenrod,OBL
Solidago riddellii,Riddell's Goldenrod,Solidago riddellii,Solidago riddellii - Riddell's Goldenrod,OBL
Solidago rigida,Hard-Leaf Flat-Top-Goldenrod,Solidago rigida,Solidago rigida - Hard Leaf Flat Top Goldenrod,FACU
Solidago rugosa,Wrinkle-Leaf Goldenrod,Solidago rugosa,Solidago rugosa - Wrinkle Leaf Goldenrod,FAC
Solidago sempervirens,Seaside Goldenrod,Solidago sempervirens,Solidago sempervirens - Seaside Goldenrod,FACW
Solidago simplex,Mt. Albert Goldenrod,Solidago simplex,Solidago simplex - Mt. Albert Goldenrod,FACU
Solidago stricta,Wand Goldenrod,Solidago stricta,Solidago stricta - Wand Goldenrod,OBL
Solidago uliginosa,Bog Goldenrod,Solidago uliginosa,Solidago uliginosa - Bog Goldenrod,OBL
Soliva sessilis,Lawn Burrweed,Soliva sessilis,Soliva sessilis - Lawn Burrweed,UPL
Sonchus arvensis,Field Sow-Thistle,Sonchus arvensis,Sonchus arvensis - Field Sow Thistle,FAC
Sonchus asper,Spiny-Leaf Sow-Thistle,Sonchus asper,Sonchus asper - Spiny Leaf Sow Thistle,FAC
Sonchus oleraceus,Common Sow-Thistle,Sonchus oleraceus,Sonchus oleraceus - Common Sow Thistle,UPL
Sophora tomentosa,Yellow Necklacepod,Sophora tomentosa,Sophora tomentosa - Yellow Necklacepod,UPL
Sophronanthe pilosa,Shaggy False Hedge-Nettle,Sophronanthe pilosa,Sophronanthe pilosa - Shaggy False Hedge Nettle,FACW
Sorbus decora,Northern Mountain-Ash,Sorbus decora,Sorbus decora - Northern Mountain Ash,FAC
Sorbus scopulina,Cascade Mountain-Ash,Sorbus scopulina,Sorbus scopulina - Cascade Mountain Ash,FACU
Sorbus sitchensis,Sitka Mountain-Ash,Sorbus sitchensis,Sorbus sitchensis - Sitka Mountain Ash,FAC
Sorghastrum nutans,Yellow Indian Grass,Sorghastrum nutans,Sorghastrum nutans - Yellow Indian Grass,FACU
Sorghum bicolor,Broom-Corn,Sorghum bicolor,Sorghum bicolor - Broom Corn,FACU
Sorghum halepense,Johnson Grass,Sorghum halepense,Sorghum halepense - Johnson Grass,FACU
Sparganium americanum,American Burr-Reed,Sparganium americanum,Sparganium americanum - American Burr Reed,OBL
Sparganium androcladum,Branched Burr-Reed,Sparganium androcladum,Sparganium androcladum - Branched Burr Reed,OBL
Sparganium angustifolium,Narrow-Leaf Burr-Reed,Sparganium angustifolium,Sparganium angustifolium - Narrow Leaf Burr Reed,OBL
Sparganium emersum,European Burr-Reed,Sparganium emersum,Sparganium emersum - European Burr Reed,OBL
Sparganium eurycarpum,Broad-Fruit Burr-Reed,Sparganium eurycarpum,Sparganium eurycarpum - Broad Fruit Burr Reed,OBL
Sparganium fluctuans,Floating Burr-Reed,Sparganium fluctuans,Sparganium fluctuans - Floating Burr Reed,OBL
Sparganium glomeratum,Clustered Burr-Reed,Sparganium glomeratum,Sparganium glomeratum - Clustered Burr Reed,OBL
Sparganium natans,Arctic Burr-Reed,Sparganium natans,Sparganium natans - Arctic Burr Reed,OBL
Spartina alterniflora,Saltwater Cord Grass,Spartina alterniflora,Spartina alterniflora - Saltwater Cord Grass,OBL
Spartina cynosuroides,Big Cord Grass,Spartina cynosuroides,Spartina cynosuroides - Big Cord Grass,OBL
